kab_kode,kab_nama,kec_kode,kec_nama,desa_kode,desa_nama
75.04,"KABUPATEN PAHUWATO",75.04.01,POPAYATO,75.04.01.2020,"BUMI BAHARI"
75.04,"KABUPATEN PAHUWATO",75.04.04,MARISA,75.04.04.2003,"MARISA SELATAN"
75.04,"KABUPATEN PAHUWATO",75.04.04,MARISA,75.04.04.2004,"MARISA UTARA"
75.04,"KABUPATEN PAHUWATO",75.04.04,MARISA,75.04.04.2007,TERATAI
75.04,"KABUPATEN PAHUWATO",75.04.04,MARISA,75.04.04.2008,POHUWATO
75.04,"KABUPATEN PAHUWATO",75.04.04,MARISA,75.04.04.2015,BATUBILOTAHU
75.04,"KABUPATEN PAHUWATO",75.04.04,MARISA,75.04.04.2016,PALOPO
75.04,"KABUPATEN PAHUWATO",75.04.04,MARISA,75.04.04.2017,"POHUWATO TIMUR"
75.04,"KABUPATEN PAHUWATO",75.04.04,MARISA,75.04.04.2018,BULANGITA
75.04,"KABUPATEN PAHUWATO",75.04.11,WANGGARASI,75.04.11.2001,"WANGGARASI TIMUR"
75.04,"KABUPATEN PAHUWATO",75.04.11,WANGGARASI,75.04.11.2002,"BUKIT HARAPAN"
75.04,"KABUPATEN PAHUWATO",75.04.11,WANGGARASI,75.04.11.2003,BOHUSAMI
75.04,"KABUPATEN PAHUWATO",75.04.11,WANGGARASI,75.04.11.2004,"LEMBAH PERMAI"
75.04,"KABUPATEN PAHUWATO",75.04.11,WANGGARASI,75.04.11.2005,LIMBULA
75.04,"KABUPATEN PAHUWATO",75.04.11,WANGGARASI,75.04.11.2006,YIPILO
75.04,"KABUPATEN PAHUWATO",75.04.11,WANGGARASI,75.04.11.2007,TUWEYA
75.04,"KABUPATEN PAHUWATO",75.04.10,DUHIADAA,75.04.10.2001,BULILI
75.04,"KABUPATEN PAHUWATO",75.04.10,DUHIADAA,75.04.10.2002,"BUNTULIA BARAT"
75.04,"KABUPATEN PAHUWATO",75.04.10,DUHIADAA,75.04.10.2003,"BUNTULIA SELATAN"
75.04,"KABUPATEN PAHUWATO",75.04.10,DUHIADAA,75.04.10.2004,DUHIADAA
75.04,"KABUPATEN PAHUWATO",75.04.10,DUHIADAA,75.04.10.2005,"MEKAR JAYA"
75.04,"KABUPATEN PAHUWATO",75.04.10,DUHIADAA,75.04.10.2006,"BUNTULIA JAYA"
75.04,"KABUPATEN PAHUWATO",75.04.10,DUHIADAA,75.04.10.2007,PADENGO
75.04,"KABUPATEN PAHUWATO",75.04.10,DUHIADAA,75.04.10.2008,MOOTILANGO
75.04,"KABUPATEN PAHUWATO",75.04.09,BUNTULIA,75.04.09.2001,HULAWA
75.04,"KABUPATEN PAHUWATO",75.04.09,BUNTULIA,75.04.09.2002,"KARYA INDAH"
75.04,"KABUPATEN PAHUWATO",75.04.09,BUNTULIA,75.04.09.2003,TALUDUYUNU
75.04,"KABUPATEN PAHUWATO",75.04.09,BUNTULIA,75.04.09.2004,"BUNTULIA UTARA"
75.04,"KABUPATEN PAHUWATO",75.04.09,BUNTULIA,75.04.09.2005,"BUNTULIA TENGAH"
75.04,"KABUPATEN PAHUWATO",75.04.09,BUNTULIA,75.04.09.2006,"TALUDUYUNU UTARA"
75.04,"KABUPATEN PAHUWATO",75.04.09,BUNTULIA,75.04.09.2007,SIPATANA
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2001,MOTOLOHU
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2002,IMBODU
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2003,"MANUNGGAL KARYA"
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2004,SIDORUKUN
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2008,SARIMURNI
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2009,HUYULA
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2012,OMAYUWA
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2013,AYULA
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2014,PATUHU
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2015,BANUROJA
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2016,PELAMBANE
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2017,"MOTOLOHU SELATAN"
75.04,"KABUPATEN PAHUWATO",75.04.03,RANDANGAN,75.04.03.2018,SIDOWONGE
75.04,"KABUPATEN PAHUWATO",75.04.07,TALUDITI,75.04.07.2001,"PANCAKARSA I"
75.04,"KABUPATEN PAHUWATO",75.04.07,TALUDITI,75.04.07.2002,"PANCAKARSA II"
75.04,"KABUPATEN PAHUWATO",75.04.07,TALUDITI,75.04.07.2003,"MAKARTI JAYA"
75.04,"KABUPATEN PAHUWATO",75.04.07,TALUDITI,75.04.07.2004,KALIMAS
75.04,"KABUPATEN PAHUWATO",75.04.07,TALUDITI,75.04.07.2005,MALANGO
75.04,"KABUPATEN PAHUWATO",75.04.07,TALUDITI,75.04.07.2006,"PUNCAK JAYA"
75.04,"KABUPATEN PAHUWATO",75.04.07,TALUDITI,75.04.07.2007,"TIRTO ASRI"
75.04,"KABUPATEN PAHUWATO",75.04.08,DENGILO,75.04.08.2001,POPAYA
75.04,"KABUPATEN PAHUWATO",75.04.08,DENGILO,75.04.08.2002,"KARYA BARU"
75.04,"KABUPATEN PAHUWATO",75.04.08,DENGILO,75.04.08.2003,KARANGETAN
75.04,"KABUPATEN PAHUWATO",75.04.08,DENGILO,75.04.08.2004,PADENGO
75.04,"KABUPATEN PAHUWATO",75.04.08,DENGILO,75.04.08.2005,HUTAMOPUTI
75.04,"KABUPATEN PAHUWATO",75.04.06,PATILANGGIO,75.04.06.2001,ILOHELUMA
75.04,"KABUPATEN PAHUWATO",75.04.06,PATILANGGIO,75.04.06.2002,BALAYO
75.04,"KABUPATEN PAHUWATO",75.04.06,PATILANGGIO,75.04.06.2003,"SUKA MAKMUR"
75.04,"KABUPATEN PAHUWATO",75.04.06,PATILANGGIO,75.04.06.2004,MANAWA
75.04,"KABUPATEN PAHUWATO",75.04.06,PATILANGGIO,75.04.06.2005,DULOMO
75.04,"KABUPATEN PAHUWATO",75.04.06,PATILANGGIO,75.04.06.2006,DUDEPO
75.04,"KABUPATEN PAHUWATO",75.04.02,LEMITO,75.04.02.2001,LEMITO
75.04,"KABUPATEN PAHUWATO",75.04.02,LEMITO,75.04.02.2002,"WONGGARASI BARAT"
75.04,"KABUPATEN PAHUWATO",75.04.02,LEMITO,75.04.02.2004,LOMULI
75.04,"KABUPATEN PAHUWATO",75.04.02,LEMITO,75.04.02.2008,"LEMITO UTARA"
75.04,"KABUPATEN PAHUWATO",75.04.02,LEMITO,75.04.02.2009,KENARI
75.04,"KABUPATEN PAHUWATO",75.04.02,LEMITO,75.04.02.2010,"WONGGARASI TENGAH"
75.04,"KABUPATEN PAHUWATO",75.04.02,LEMITO,75.04.02.2011,"SUKA DAMAI"
75.04,"KABUPATEN PAHUWATO",75.04.02,LEMITO,75.04.02.2012,BABALONGE
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2001,ILANGATA
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2002,TOLONGIO
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2006,TOLANGO
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2007,POPALO
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2008,DUDEPO
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2009,MOOTILANGO
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2011,LANGGE
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2012,TUTUWOTO
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2013,HIYALOOILE
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2014,IBARAT
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2017,ILOHELUMA
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2021,ILODULUNGA
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2023,PUTIANA
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2024,HELUMA
75.05,"KABUPATEN GORONTALO UTARA",75.05.03,ANGGREK,75.05.03.2025,DATAHU
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2003,IMANA
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2004,BINTANA
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2005,BUATA
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2006,PINONTOYONGA
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2007,MONGGUPO
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2008,KOTAJIN
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2011,ILOMATA
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2013,ILOHELUMA
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2014,WAPALO
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2015,POSONO
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2016,SIGASO
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2017,TOMBULILATO
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2018,"KOTAJIN UTARA"
75.05,"KABUPATEN GORONTALO UTARA",75.05.01,ATINGGOLA,75.05.01.2019,OLUHUTA
75.05,"KABUPATEN GORONTALO UTARA",75.05.05,TOLINGGULA,75.05.05.2001,"TOLINGGULA TENGAH"
75.05,"KABUPATEN GORONTALO UTARA",75.05.05,TOLINGGULA,75.05.05.2002,"TOLINGGULA PANTAI"
75.05,"KABUPATEN GORONTALO UTARA",75.05.05,TOLINGGULA,75.05.05.2003,"TOLINGGULA ULU"
75.05,"KABUPATEN GORONTALO UTARA",75.05.05,TOLINGGULA,75.05.05.2006,LIMBATO
75.05,"KABUPATEN GORONTALO UTARA",75.05.05,TOLINGGULA,75.05.05.2007,PAPULANGI
75.05,"KABUPATEN GORONTALO UTARA",75.05.05,TOLINGGULA,75.05.05.2008,MOLANGGA
75.05,"KABUPATEN GORONTALO UTARA",75.05.05,TOLINGGULA,75.05.05.2011,"CEMPAKA PUTIH"
75.05,"KABUPATEN GORONTALO UTARA",75.05.05,TOLINGGULA,75.05.05.2014,"TOLITE JAYA"
75.05,"KABUPATEN GORONTALO UTARA",75.05.05,TOLINGGULA,75.05.05.2017,ILOMANGGA
75.05,"KABUPATEN GORONTALO UTARA",75.05.05,TOLINGGULA,75.05.05.2018,ILOTUNGGULO
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2001,GENTUMA
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2002,DUMOLODO
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2003,MOLONGGOTA
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2004,IPILO
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2005,LANGKE
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2006,PASALAE
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2007,"NANATI JAYA"
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2008,KETAPANG
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2009,MOTOMINGO
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2010,DURIAN
75.05,"KABUPATEN GORONTALO UTARA",75.05.06,"GENTUMA RAYA",75.05.06.2011,BOHUSAMI
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2001,PONTOLO
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2002,MOLINGKAPOTO
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2003,LEBOTO
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2004,POSSO
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2005,TITIDU
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2006,MOLUO
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2010,MOOTINELO
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2011,BUALEMO
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2013,BULALO
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2017,KATIALADA
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2019,OMBULODATA
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2021,"ALATA KARYA"
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2023,CISADANE
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2024,BOTUWOMBATA
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2025,BOTUNGOBUNGO
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2026,"MOLINGKAPOTO SELATAN"
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2030,"PONTOLO ATAS"
75.05,"KABUPATEN GORONTALO UTARA",75.05.02,KWANDANG,75.05.02.2032,MASURU
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2001,"BULONTIYO TIMUR"
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2002,"BULONTIYO BARAT"
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2007,BULOILA
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2009,KASIA
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2010,KIKIA
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2012,TUMBA
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2013,MEBONGO
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2014,LELATO
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2016,PULOHENTI
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2019,"PUNCAK MANDIRI"
75.05,"KABUPATEN GORONTALO UTARA",75.05.04,SUMALATA,75.05.04.2020,HUTAKALO
75.05,"KABUPATEN GORONTALO UTARA",75.05.11,"SUMALATA TIMUR",75.05.11.2001,"DEME SATU"
75.05,"KABUPATEN GORONTALO UTARA",75.05.11,"SUMALATA TIMUR",75.05.11.2002,BULUWATU
75.05,"KABUPATEN GORONTALO UTARA",75.05.11,"SUMALATA TIMUR",75.05.11.2003,DULUKAPA
75.05,"KABUPATEN GORONTALO UTARA",75.05.11,"SUMALATA TIMUR",75.05.11.2004,"DEME DUA"
75.05,"KABUPATEN GORONTALO UTARA",75.05.11,"SUMALATA TIMUR",75.05.11.2005,BULADU
75.05,"KABUPATEN GORONTALO UTARA",75.05.11,"SUMALATA TIMUR",75.05.11.2006,HULAWA
75.05,"KABUPATEN GORONTALO UTARA",75.05.11,"SUMALATA TIMUR",75.05.11.2007,WUBUDU
75.05,"KABUPATEN GORONTALO UTARA",75.05.11,"SUMALATA TIMUR",75.05.11.2008,BUBALANGO
75.05,"KABUPATEN GORONTALO UTARA",75.05.11,"SUMALATA TIMUR",75.05.11.2009,MOTIHELUMA
75.05,"KABUPATEN GORONTALO UTARA",75.05.11,"SUMALATA TIMUR",75.05.11.2010,KOLUWOKA
75.05,"KABUPATEN GORONTALO UTARA",75.05.10,BIAU,75.05.10.2001,BIAU
75.05,"KABUPATEN GORONTALO UTARA",75.05.10,BIAU,75.05.10.2002,OMUTO
75.05,"KABUPATEN GORONTALO UTARA",75.05.10,BIAU,75.05.10.2003,LUHUTO
75.05,"KABUPATEN GORONTALO UTARA",75.05.10,BIAU,75.05.10.2004,WINDU
75.05,"KABUPATEN GORONTALO UTARA",75.05.10,BIAU,75.05.10.2005,TOPI
75.05,"KABUPATEN GORONTALO UTARA",75.05.10,BIAU,75.05.10.2006,SEMBIHINGA
75.05,"KABUPATEN GORONTALO UTARA",75.05.10,BIAU,75.05.10.2007,DIDINGGA
75.05,"KABUPATEN GORONTALO UTARA",75.05.10,BIAU,75.05.10.2008,BUALO
75.05,"KABUPATEN GORONTALO UTARA",75.05.10,BIAU,75.05.10.2009,POTANGA
75.05,"KABUPATEN GORONTALO UTARA",75.05.10,BIAU,75.05.10.2010,BOHULO
75.05,"KABUPATEN GORONTALO UTARA",75.05.07,TOMOLITO,75.05.07.2001,DAMBALO
75.05,"KABUPATEN GORONTALO UTARA",75.05.07,TOMOLITO,75.05.07.2002,MILANGO
75.05,"KABUPATEN GORONTALO UTARA",75.05.07,TOMOLITO,75.05.07.2003,"JEMBATAN MERAH"
75.05,"KABUPATEN GORONTALO UTARA",75.05.07,TOMOLITO,75.05.07.2004,BUBODE
75.05,"KABUPATEN GORONTALO UTARA",75.05.07,TOMOLITO,75.05.07.2005,LEYAO
75.05,"KABUPATEN GORONTALO UTARA",75.05.07,TOMOLITO,75.05.07.2006,MOLANTADU
75.05,"KABUPATEN GORONTALO UTARA",75.05.07,TOMOLITO,75.05.07.2007,"HUIDU MELITO"
75.05,"KABUPATEN GORONTALO UTARA",75.05.07,TOMOLITO,75.05.07.2008,"BULANGO RAYA"
75.05,"KABUPATEN GORONTALO UTARA",75.05.07,TOMOLITO,75.05.07.2009,"TANJUNG KARANG"
75.05,"KABUPATEN GORONTALO UTARA",75.05.07,TOMOLITO,75.05.07.2010,"MUTIARA LAUT"
75.05,"KABUPATEN GORONTALO UTARA",75.05.09,MONANO,75.05.09.2001,MONANO
75.05,"KABUPATEN GORONTALO UTARA",75.05.09,MONANO,75.05.09.2002,TUDI
75.05,"KABUPATEN GORONTALO UTARA",75.05.09,MONANO,75.05.09.2003,MONAS
75.05,"KABUPATEN GORONTALO UTARA",75.05.09,MONANO,75.05.09.2004,DUNU
75.05,"KABUPATEN GORONTALO UTARA",75.05.09,MONANO,75.05.09.2005,GARAPIA
75.05,"KABUPATEN GORONTALO UTARA",75.05.09,MONANO,75.05.09.2006,SOGU
75.05,"KABUPATEN GORONTALO UTARA",75.05.09,MONANO,75.05.09.2007,PILOHULATA
75.05,"KABUPATEN GORONTALO UTARA",75.05.09,MONANO,75.05.09.2008,MOKONOWU
75.05,"KABUPATEN GORONTALO UTARA",75.05.09,MONANO,75.05.09.2009,TOLITEHUYU
75.05,"KABUPATEN GORONTALO UTARA",75.05.09,MONANO,75.05.09.2010,ZURIYATI
75.05,"KABUPATEN GORONTALO UTARA",75.05.08,"PONELO KEPULAUAN",75.05.08.2001,PONELO
75.05,"KABUPATEN GORONTALO UTARA",75.05.08,"PONELO KEPULAUAN",75.05.08.2002,MALAMBE
75.05,"KABUPATEN GORONTALO UTARA",75.05.08,"PONELO KEPULAUAN",75.05.08.2003,OTIOLA
75.05,"KABUPATEN GORONTALO UTARA",75.05.08,"PONELO KEPULAUAN",75.05.08.2004,TIHENGO
75.71,"KOTA GORONTALO",75.71.09,HULONTHALANGI,75.71.09.1001,"TANJUNG KRAMAT"
75.71,"KOTA GORONTALO",75.71.09,HULONTHALANGI,75.71.09.1002,POHE
75.71,"KOTA GORONTALO",75.71.09,HULONTHALANGI,75.71.09.1003,TENDA
75.71,"KOTA GORONTALO",75.71.09,HULONTHALANGI,75.71.09.1004,DONGGALA
75.71,"KOTA GORONTALO",75.71.09,HULONTHALANGI,75.71.09.1005,SIENDENG
75.71,"KOTA GORONTALO",75.71.07,SIPATANA,75.71.07.1001,TANGGIKIKI
75.71,"KOTA GORONTALO",75.71.07,SIPATANA,75.71.07.1002,TAPA
75.71,"KOTA GORONTALO",75.71.07,SIPATANA,75.71.07.1003,"BULOTADAA BARAT"
75.71,"KOTA GORONTALO",75.71.07,SIPATANA,75.71.07.1004,"BULOTADAA TIMUR"
75.71,"KOTA GORONTALO",75.71.07,SIPATANA,75.71.07.1005,"MOLOSIFAT U"
75.71,"KOTA GORONTALO",75.71.04,DUNGINGI,75.71.04.1001,HUANGOBOTU
75.71,"KOTA GORONTALO",75.71.04,DUNGINGI,75.71.04.1002,LIBUO
75.71,"KOTA GORONTALO",75.71.04,DUNGINGI,75.71.04.1003,TOMULABUTAO
75.71,"KOTA GORONTALO",75.71.04,DUNGINGI,75.71.04.1004,TULADENGI
75.71,"KOTA GORONTALO",75.71.04,DUNGINGI,75.71.04.1005,"TOMULABUTAO SELATAN"
75.71,"KOTA GORONTALO",75.71.05,"KOTA TIMUR",75.71.05.1003,"HELEDULAA UTARA"
75.71,"KOTA GORONTALO",75.71.05,"KOTA TIMUR",75.71.05.1004,"HELEDULAA SELATAN"
75.71,"KOTA GORONTALO",75.71.05,"KOTA TIMUR",75.71.05.1005,IPILO
75.71,"KOTA GORONTALO",75.71.05,"KOTA TIMUR",75.71.05.1008,MOODU
75.71,"KOTA GORONTALO",75.71.05,"KOTA TIMUR",75.71.05.1009,PADEBUOLO
75.71,"KOTA GORONTALO",75.71.05,"KOTA TIMUR",75.71.05.1011,TAMALATE
75.71,"KOTA GORONTALO",75.71.06,"KOTA TENGAH",75.71.06.1001,WUMIALO
75.71,"KOTA GORONTALO",75.71.06,"KOTA TENGAH",75.71.06.1002,DULALOWO
75.71,"KOTA GORONTALO",75.71.06,"KOTA TENGAH",75.71.06.1003,LILUWO
75.71,"KOTA GORONTALO",75.71.06,"KOTA TENGAH",75.71.06.1004,PULUBALA
75.71,"KOTA GORONTALO",75.71.06,"KOTA TENGAH",75.71.06.1005,PAGUYAMAN
75.71,"KOTA GORONTALO",75.71.06,"KOTA TENGAH",75.71.06.1006,"DULALOWO TIMUR"
75.71,"KOTA GORONTALO",75.71.08,"DUMBO RAYA",75.71.08.1001,"LEATO UTARA"
75.71,"KOTA GORONTALO",75.71.08,"DUMBO RAYA",75.71.08.1002,"LEATO SELATAN"
75.71,"KOTA GORONTALO",75.71.08,"DUMBO RAYA",75.71.08.1003,TALUMOLO
75.71,"KOTA GORONTALO",75.71.08,"DUMBO RAYA",75.71.08.1004,BOTU
75.71,"KOTA GORONTALO",75.71.08,"DUMBO RAYA",75.71.08.1005,BUGIS
75.71,"KOTA GORONTALO",75.71.01,"KOTA BARAT",75.71.01.1001,"DEMBE I"
75.71,"KOTA GORONTALO",75.71.01,"KOTA BARAT",75.71.01.1002,LEKOBALO
75.71,"KOTA GORONTALO",75.71.01,"KOTA BARAT",75.71.01.1003,PILOLODAA
75.71,"KOTA GORONTALO",75.71.01,"KOTA BARAT",75.71.01.1004,BULIIDE
75.71,"KOTA GORONTALO",75.71.01,"KOTA BARAT",75.71.01.1005,TENILO
75.71,"KOTA GORONTALO",75.71.01,"KOTA BARAT",75.71.01.1006,"MOLOSIPAT W"
75.71,"KOTA GORONTALO",75.71.01,"KOTA BARAT",75.71.01.1008,BULADU
75.71,"KOTA GORONTALO",75.71.02,"KOTA SELATAN",75.71.02.1010,BIAWAO
75.71,"KOTA GORONTALO",75.71.02,"KOTA SELATAN",75.71.02.1012,BIAWU
75.71,"KOTA GORONTALO",75.71.02,"KOTA SELATAN",75.71.02.1013,"LIMBA B"
75.71,"KOTA GORONTALO",75.71.02,"KOTA SELATAN",75.71.02.1019,"LIMBA U I"
75.71,"KOTA GORONTALO",75.71.02,"KOTA SELATAN",75.71.02.1020,"LIMBA U II"
75.71,"KOTA GORONTALO",75.71.03,"KOTA UTARA",75.71.03.1003,"DEMBE II"
75.71,"KOTA GORONTALO",75.71.03,"KOTA UTARA",75.71.03.1004,"WONGKADITI TIMUR"
75.71,"KOTA GORONTALO",75.71.03,"KOTA UTARA",75.71.03.1005,"WONGKADITI BARAT"
75.71,"KOTA GORONTALO",75.71.03,"KOTA UTARA",75.71.03.1010,"DULOMO SELATAN"
75.71,"KOTA GORONTALO",75.71.03,"KOTA UTARA",75.71.03.1014,"DULOMO UTARA"
75.71,"KOTA GORONTALO",75.71.03,"KOTA UTARA",75.71.03.1015,"DEMBE JAYA"
